OBJEKTKEY;FIRMA;PROGRAMM;ABTEILUNG;USERNAME;STRASSE;POSTLEITZAHL;ORT;TEL FIRMA;FAX FIRMA;TEL USER;USER FUNKTION;ANZAHL MITARB;USER eMAIL;WEITERGABE;FIRMA WWW;PRG VERSION;PRG ANZ USER;PRG MODULE;PRG LIZENZ;PRG PREIS EURO;PRG WART NR;PRG WART GEBUEHR;PRG WART ART;PRG WART %SATZ;ABSCHL DAT;KUEND DAT;KDBER USERNAME;KDBER USERKENN;PRG ANZ MAN;RE FIRMA;RE ABTEILUNG;RE USERNAME;RE STRASSE;RE POSTLEITZAHL;RE ORT;BEST NR;BEST DAT;BEST NAME;RE ANZ COPIES
100000556;Carlingford-Loch;;Hans Franz;;;;;;;;;535;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000060;Carmen;;James Curnow;;;;;;;;;58;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000548;Cassiopeia;;Carlos Marques;;;;;;;;;528;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000057;Castaldo;;Franz Watz;;;;;;;;;55;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000072;Cher Believe;;Host Verhey;;;;;;;;;69;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000491;Children of Sanchez;NAOHIRO IWAI;;;;;;;;;;472;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000278;Choral and Rock-out;;Ted Huggens;;;;;;;;;270;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000399;Choralia;;Bert Appermont;;;;;;;;;387;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000370;Colonel Bogey;;Kenneth J. Alford;;;;;;;;;360;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000154;Come sweet death;;Alfred Reed;;;;;;;;;147;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000184;Con Amore;;Pavel Stanek;;;;;;;;;176;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000122;Conquest of Paradise;;Ron Sebregts;;;;;;;;;117;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000161;Copacabana;;Idar Torskangerpoll;;;;;;;;;154;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000430;Csardas;;V. Monti;;;;;;;;;412;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000589;D.J.Otzi;;arr. Alex Toening;B orchester;;;;;;;;569;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000320;Dankeschön, Bert Kaempfert!;;Hans Kolditz;;;;;;;;;311;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000219;Danza Latina;;Victor Lopez;;;;;;;;;211;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000051;Darf ich bitten;;Jean Treves;;;;;;;;;49;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000575;Das Boot;;Walter Ratzek;;;;;;;;;554;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000394;Das Lummerland Lied;;Peter Züll;;;;;;;;;382;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000139;Das Mädchen von der Wolga;;Walter Tuschla;;;;;;;;;133;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000524;Das rote Pferd;;Horst Verhey;;;;;;;;;422;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000592;Deep Purpel;;R.Blackmore;Hauptorchester;;;;;;;;573;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000416;Denn einmal im Jahr ist Karneval;;Willi Ostermann;;;;;;;;;306;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000053;Denn wenn et Trömmeltje jeiht;;Bernd Classen;;;;;;;;;51;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000507;Der Anton aus Tirol;ERWIN JAHREIS;;;;;;;;;;487;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000301;Der Freischütz;;Johhannes Heisig;;;;;;;;;300;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000535;Der Jäger aus Kurpfalz;;v.G Rode;;;;;;;;;514;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000324;Der Kalif von Bagdad;;Joh. Heisig;;;;;;;;;315;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000422;Der Lieblingstrommler;;Franz Bummel;;;;;;;;;404;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000070;Der Vogelhändler;;H. Worch;;;;;;;;;67;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000097;Der fidele Bassist;;Hans Rückauer;;;;;;;;;94;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000046;Der treue Husar;;Heinrich Frantzen;;;;;;;;;45;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000331;Des großen Kurfürsten Reitermarsch;;Cuno Graf von Moltke;;;;;;;;;322;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000343;Deutschlnd - Amerika;;Josef Klein;;;;;;;;;334;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000361;Deutschmeister Regimentsmarsch;;Franz Bummerl;;;;;;;;;351;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000470;Deutschmeister Regimentsmarsch;;Josef Schuetz;;;;;;;;;451;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000564;Dialogue extreme;;Hanz Franz;;;;;;;;;543;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000532;Diana Marsch;;Joh. Brussig;;;;;;;;;511;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000027;Die Post im Walde;ORIGNALE VORHANDEN;Heinrich Schäffer;;;;;;;;;26;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000137;Die Zillertaler Schürtzenjäger;;N. Studnitzky;;;;;;;;;131;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000152;Die große Polonaise;;Vlad Kebec;;;;;;;;;488;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000014;Die tollkühnen Männer;;Roland Kreid;;;;;;;;;13;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000438;Dineke Dues;;Peter Kleine Schaars;;;;;;;;;420;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000547;Dirty Dancing;;Marcel Saurer;;;;;;;;;527;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000140;Disco Lives;;Johnnie Vinson;;;;;;;;;134;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000038;Disney Fantasy;;Naohiro Iwai;;;;;;;;;37;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000227;Dixie Parade;;Willi Löffler;;;;;;;;;219;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000146;Dixieland Revel;;Harold L. Walters;;;;;;;;;140;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000195;Dixiland Revue;;Eric Osterling;;;;;;;;;187;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000367;Donauwellen;;Hans Hartwig;;;;;;;;;357;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000252;Dorfschmied;;Georg Auer;;;;;;;;;244;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000210;Dornenvögel;;Jean Treves;;;;;;;;;202;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000388;Easy Pop Suite;;Dizzy Stratford;;;;;;;;;377;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000381;Edelweiß Polka;;G. Weinkopf;;;;;;;;;370;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000092;Edelweißmarsch;;Hannes Apfolterer;;;;;;;;;89;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000031;Egerland - Heimatland;;Josef Stepanek;;;;;;;;;30;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000035;Egerländer Musikaten Marsch;;Ernst Mosch;;;;;;;;;34;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000224;Egerländer Volksweisen 1+2;;Franz Brummerl;;;;;;;;;216;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000560;Ein Stern, der deinen Namen trägt;;Nikolaus Presnik;;;;;;;;;539;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000417;Ein Weihnachtslieder Kranz;;Hans Hofmann;;;;;;;;;294;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000173;Ein Wintermärchen;;Kurt Sorbon;;;;;;;;;166;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000329;Ein bißchen Frieden;;Hans Kolditz;;;;;;;;;320;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000187;Eine kleine Weihnachtsmusik;;Jacob de Haan;;;;;;;;;179;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000336;Einer geht noch, einer geht noch rein ... !?!;;Vlad Kabec;;;;;;;;;327;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000019;Einzugsklänge;;Heribert Raich;;;;;;;;;18;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000406;Einzugsmarsch;;Franz Watz;;;;;;;;;393;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000176;El barca;;Llano;;;;;;;;;169;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000158;Elisabeth;;Johan de Meij;;;;;;;;;151;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000003;Elten meine Heimat;ORIGNALE VORHANDEN;Host Verhey;;;;;;;;;3;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000587;Elton John in cncert;;arr. Don Campbell;B orchester;;;;;;;;568;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000465;Er gehoert zu mir;;Steve McMillen;;;;;;;;;447;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000281;Erinnerungen an Robert Stolz 1+2;;Walter Tuschla;;;;;;;;;273;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000118;Es waren zwei Königskinder;;M. Herrmann;;;;;;;;;113;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000594;Euregio;;Kurt Gäble;Haoutorchester;;;;;;;;575;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000112;Evergreen Sterne (Teil 1 & 2);;Paul Schestag;;;;;;;;;108;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000044;Everybody needs somebody;;Thijs Oud;;;;;;;;;43;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000368;Fanfare 2000;;Klees Vlak;;;;;;;;;358;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000002;Fantasie ueber Oh du fröhliche;;Otte Schwarz;;;;;;;;;2;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000282;Fascinating Drums;;Ted Huggens;;;;;;;;;274;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000529;Feliz Navidad;ORIGINALE KOMPLETT;Darrol Barry;;;;;;;;;508;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000311;Festival Tropical;;Manfred Schneider;;;;;;;;;302;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000181;Festival mit Udo Jürgens;;Hans Kolditz;;;;;;;;;173;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000421;Festmarsch (Tochter Zion);;H. Weiß;;;;;;;;;403;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000374;Festmusik;;Hans Eckardt;;;;;;;;;324;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000012;Feuert los;;Franz Bummerl;;;;;;;;;12;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000302;Feuerwerksmusik;;Edmund Loeffel;;;;;;;;;291;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000076;Fiesta Latina;;Franz Watz;;;;;;;;;73;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000194;Film-Festival;;Hans Kolitz;;;;;;;;;186;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000159;Flashdance ... What a feeling;;Jerry Nowak;;;;;;;;;152;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000358;Flieger-Marsch;;Hermann Männecke;;;;;;;;;348;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000090;Fliegermarsch (Swing);ORIGINALE VORHANDEN;Thomas R. Becker;;;;;;;;;87;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000020;Florentiner Marsch;;Rulius Fucik;;;;;;;;;19;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000268;Four Contrasts for Wind;;Trevor J. Ford;;;;;;;;;260;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000132;Frank Sinatra Hits Medley;;Naohiro Iwai;;;;;;;;;127;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000425;Frau luna;;Paul Lincke;;;;;;;;;407;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000190;Freddy Quinn;;Harald Kolasch;;;;;;;;;182;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000117;Freiheits-Chor;;Hugo Rudolph;;;;;;;;;113;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000508;Freude schoener goetterfunke;HEINZ DIETER PAUL;;;;;;;;;;475;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000550;Freunde heute feiern wir;;Walter Tuschla;;;;;;;;;530;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000189;Friede den Mensch auf Erden;;Franz Bummerl;;;;;;;;;181;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000435;Friedericus Marsch;;v. F. Radek;;;;;;;;;417;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000582;Friedericus-Rex-Marsch;;heising;;;;;;;;;561;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000580;Frohe Heimkehr;;Häusler;;;;;;;;;559;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000578;Frühlingswind;;Holger Bachmann;;;;;;;;;557;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000375;Fugato for Band;;Richard Zettler;;;;;;;;;364;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000471;Funkenmariechen Marsch;;Eric Denner;;;;;;;;;452;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000410;Gablonzer Perlen;;Frabz Bummel;;;;;;;;;394;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000026;Geburtstagsmarsch;;Ernst Mosch;;;;;;;;;25;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000335;Geburtstagsständchen;;Otto Lindemann;;;;;;;;;326;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000080;George Gershwin in Concert;ORIGINALE VORHANDEN;Carl Pfortner;;;;;;;;;77;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000450;Getaway September;;Paul Murtha;;;;;;;;;432;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000180;Give us peace;;Ted Huggens;;;;;;;;;172;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000283;Glasnost;;Dizzy Stratford;;;;;;;;;275;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000200;Glenn-Miller-Story;;Bernd Egidius;;;;;;;;;192;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000365;Globetrotter;;Wim Laseroms;;;;;;;;;355;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000172;Glory Hallelujah;;Stefan Rabe;;;;;;;;;165;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000290;Go West;;A.Kosko;;;;;;;;;282;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000412;Golden Trumpet;;Hans Gusta;;;;;;;;;396;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000099;Graf Zeppelin;;Carl Teike;;;;;;;;;96;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000081;Granada;;Kazuhiro Morita;;;;;;;;;78;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000108;Grease;;John Moss;;;;;;;;;104;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000037;Greek Folk Song;;Franco Cesarini;;;;;;;;;36;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000401;Gruß an Böhmen;;Franz Bummerl;;;;;;;;;389;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000530;Gruß an Kiel;;;;;;;;;;;509;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000150;Gruß an Würzburg;;R. Stegmann;;;;;;;;;144;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000579;Gruß sn Thüringen;;Blankenburg;;;;;;;;;558;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000344;Gräfin Mariza;;Eugen Fülling;;;;;;;;;335;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000552;Grönemeyer;;Wolfgang Wössner;;;;;;;;;532;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000561;Gute Reise Marsch;;Franz Waltz;;;;;;;;;540;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000595;Hallelujah;;Frank Bernaerts;Hauptorchetser;;;;;;;;576;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000518;Halters Lieder Marsch Buch;;Wilhelm Halte;;;;;;;;;499;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000411;Hanseatic Suite;;Jacob de Haan;;;;;;;;;395;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000233;Happy Music;;Tom Dawitt;;;;;;;;;225;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000105;Happy Music with James Last;;Vlad Kabec;;;;;;;;;101;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000472;Happy Volksmusik;;Wolfgang Lindner;;;;;;;;;453;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000555;Happy Xmas;;John Lennon, Arr Peter Kleine Schaars;;;;;;;;;534;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000480;Heal the World;;Ron Sebregts;;;;;;;;;461;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000432;Heb je even voor mij;;Klaas van der Woude;;;;;;;;;414;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000419;Heim jommer nit;;Höhner;;;;;;;;;401;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000574;Helele WM 2010;;Horst Verhey;;;;;;;;;553;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000102;Helioport;ORIGINALE VORHANDEN;G. ter Voert;;;;;;;;;98;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000310;Hello Again;;Heinz Herrmannsdoerfer;;;;;;;;;298;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000129;Herb Alpert Selection No. 1;ORIGNALE VORHANDEN;Willy Hautvast;;;;;;;;;124;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000445;Heute und MOrgen Marsch;;Hans Blank;;;;;;;;;427;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000453;Hey Pippe Langstrumpf;;Alex Toeling;;;;;;;;;435;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000528;Highland Cathedrale;ORIGINALE KOMPLETT;Siegfried Rundel;;;;;;;;;507;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000235;Highlights der Klassik;;Manfred Schneider;;;;;;;;;227;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000393;Highlights from brother bear;ORIGIANLE VORHANDEN;Paul Murtha;;;;;;;;;381;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000466;Hits der 70er;;Kurt Gaeble;;;;;;;;;448;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000043;Hoch Heidecksburg;;R. Herzea;;;;;;;;;42;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000321;Holzschuhtanz;;H. Egidius;;;;;;;;;312;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000520;Hot Latin;;John Wasson;;;;;;;;;501;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000170;Hotline;;Lex abel;;;;;;;;;163;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000586;Hurra hurra;;Arr. Erwin Jahreis;B orchester;;;;;;;;567;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000387;Hymne National Italien;;Navaro-Mol;;;;;;;;;376;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000077;I do it for you;;Ron Sebregts;;;;;;;;;74;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000217;I will follow him;;Ron Sebregts;;;;;;;;;209;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000221;I will follow him;;Michael Sweeney;;;;;;;;;213;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000186;I will survive;;Ron Sebregts;;;;;;;;;178;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000409;Im Jugendlager;;Franz Watz;;;;;;;;;393;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000288;Im Wald und auf der Heide;;Heinz Egius                        Hans Kolditz;;;;;;;;;280;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000271;Im Zauberwald;;E. Dörle;;;;;;;;;263;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000289;Im sonnigen Süden;ORIGNALE VORHANDEN;Franz Bummel;;;;;;;;;281;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000222;In Dulci Jubilo;;Ernst Majo;;;;;;;;;214;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000295;In Treue fest;;Otto Wagner;;;;;;;;;287;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000562;In die weite Welt;;;;;;;;;;;541;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000096;In the mood;;Naohiro Iwai;;;;;;;;;93;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000364;Ins Land hinaus;;Siegfried Rundel;;;;;;;;;354;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000284;Instant Concert;;Harold l. Walters;;;;;;;;;176;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000005;Introduction & modern Beat;;Dizzy Stratford;;;;;;;;;5;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000135;Invocation;;Heinz Dietersen;;;;;;;;;130;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000213;It`s Christmas;;Warren Baker;;;;;;;;;205;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
